情景,片段序号,说明,发言,目的,配图
人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,予定していた乗り換えにはもう間に合いません。待っている友人から到着時刻を尋ねる音声メッセージが届きます。,もうすぐ着きそう？お店から、予約を待てるのはあと十五分くらいだって言われたよ。,社交的な笑顔｜申し訳なさを含む笑顔：相手の予定にも影響することを気遣うことで、謝意を伴う社交的笑顔を引き出します。,illustrations/scene_008_train_delay.png
人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,同じように足止めされた乗客が、何度も変わる掲示板を見てあなたと目を合わせます。,本当にこんな日に限って止まるんですね。私たち、どちらも動けなくなりましたね。,苦笑｜共感を伴う苦笑：見知らぬ人と同じやるせない状況を共有することで、短く同調する苦笑を引き出します。,illustrations/scene_008_train_delay.png
人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,新しい情報がないまま、定型的なお詫びの放送が三回目も繰り返されます。,お客様にはご不便をおかけし、深くお詫び申し上げます。今しばらくお待ちください。,嘲笑的な笑い｜冷笑：役立つ情報がないことと定型的な謝罪の落差によって、抑えた否定的な笑顔を引き出します。,illustrations/scene_008_train_delay.png
人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,スマートフォンの電池がほとんどありません。隣の乗客が気づいてモバイルバッテリーを取り出します。,よかったら私のモバイルバッテリーを使いますか？もう一つ持っているので大丈夫です。,優しい笑顔｜感謝の温かな笑顔：見知らぬ人から具体的な助けを受けることで、誠実で温かな笑顔を引き出します。,illustrations/scene_008_train_delay.png
人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,代替経路を決めた直後、その路線についても駅から新しい案内が流れます。,振替路線への乗客集中により、各路線でも大幅な混雑が発生し、到着時刻はさらに遅れる見込みです。,抑えきれない笑い｜絶望的な笑い：安全ではあるものの、移動上の不運が繰り返されることで、短く不釣り合いな笑いを引き出します。,illustrations/scene_008_train_delay.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,ほとんど空になったショーケースに近づくと、店員が隅のケーキを見ているあなたに気づきます。,見間違いではありませんよ。それが今日の限定ケーキの最後の一つです。,喜びの笑顔｜幸運への驚きの笑顔：期待が低い中で希少な品を見つけることで、素早く生じる驚きの笑顔を引き出します。,illustrations/scene_009_last_cake.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,まだ購入できるかすぐに尋ねると、店員は在庫を確認し、売り切れ表示を準備します。,本日最後の一つです。お取り置きして、すぐにお包みしますね。,喜びの笑顔｜満足した笑顔：欲しかった品を確実に得られることで、安定した満足の笑顔を引き出します。,illustrations/scene_009_last_cake.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,後ろの客もショーケースを見ますが、あなたはすでに注文済みです。その客が丁寧に話しかけます。,最後の一つはもう買われたんですね。私もちょうど残っているか聞こうと思っていました。,社交的な笑顔｜少し申し訳なさを含む礼儀笑い：結果は決まっていても相手を気遣うことで、控えめな社交的笑顔を引き出します。,illustrations/scene_009_last_cake.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,友人はあなたがわざわざこのケーキを買いに来たと知りながら、冗談っぽく見つめます。,私もすごく食べたいんだけど、あとで一口分けてくれない？条件は任せるよ。,いたずらっぽい笑い｜駆け引きの笑顔：希少な品を持つ状況での親しい冗談によって、遊び心と計算を含む笑顔を引き出します。,illustrations/scene_009_last_cake.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,会計で店員が会員情報を確認し、今日はポイントを使えることに気づきます。,本日はポイントで代金の一部をお支払いいただけるので、通常よりかなりお安くなります。,喜びの笑顔｜嬉しい笑顔：予想外の小さな得によって、明るく軽やかな笑顔を引き出します。,illustrations/scene_009_last_cake.png
最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,最終的にケーキを友人と分けます。友人は二つを見比べ、大きい方をあなたに返します。,見つけたのは君なんだから、もちろん大きい方を食べてよ。,社交的な笑顔｜感謝を伴う友好的な笑顔：友人同士の公平さと思いやりによって、感謝を含む社交的笑顔を引き出します。,illustrations/scene_009_last_cake.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,店に入るとすぐ、最近何度も聞いている曲が流れていることに気づきます。店員もあなたが聞いていることに気づきます。,この曲、好きなんですか？今日はたまたま店のプレイリストに入れたんです。,喜びの笑顔｜思いがけない共感の笑顔：知らない環境で慣れ親しんだ好みに出会うことで、心地よい驚きを引き出します。,illustrations/scene_010_hidden_gem_shop.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,棚を見ていると、普段なかなか見つからず、しかも好みに合う品が続けて見つかります。店員が少し離れたところから見ています。,その棚の商品は入荷したばかりです。お客様の雰囲気にとても合いそうですね。,喜びの笑顔｜満足した微笑み：好みに合うものが続けて見つかることで、持続する自然な笑顔を引き出します。,illustrations/scene_010_hidden_gem_shop.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,店員はすぐに売り込まず、あなたが同じ棚を長く見た後で近づいてきます。,ここは私も店で一番好きな棚です。急がなくていいので、ゆっくり見てください。,社交的な笑顔｜友好的な礼儀笑い：共通の興味について圧力なく話すことで、自然な社交的笑顔を引き出します。,illustrations/scene_010_hidden_gem_shop.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,店の品ぞろえを何気なく褒めると、店員はあなたが選んだ品を見ます。,よく分かっていらっしゃいますね。選んだものは、どれも私が売るのを惜しいと思っている品です。,はにかみ笑い｜褒められた照れ笑い：軽い個人的な称賛によって、嬉しさと照れを含む笑顔を引き出します。,illustrations/scene_010_hidden_gem_shop.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,隅で子どもの頃の記憶につながる小物を見つけ、店員がその来歴を説明します。,これは何十年も続いた古い店から譲り受けたものです。前の店主がずっと大切に保管していました。,優しい笑顔｜懐かしい温かな笑顔：穏やかな個人的記憶と親切な語りによって、柔らかな笑顔を引き出します。,illustrations/scene_010_hidden_gem_shop.png
何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,店を出る前に場所をスマートフォンへ保存すると、店員が気づいて挨拶します。,また時間があるときに来てください。数日後には、今日選んだものと似た雰囲気の商品も入りますよ。,喜びの笑顔｜よい店を発見した笑顔：偶然の発見が今後の期待に変わることで、軽やかで満足した笑顔を引き出します。,illustrations/scene_010_hidden_gem_shop.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,最初の料理は見た目がきれいですが、味が薄く、温度も適切ではありません。友人があなたの反応を見ています。,どう？その表情を見ると、期待していた味とは少し違うみたいだね。,苦笑｜期待外れの苦笑：大きな期待と最初の味の落差によって、失望しながらも抑えた笑顔を引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,友人も一口食べ、少し黙ってからあなたを見ます。,なるほど。最初の一口が変だと思ったのは、私だけじゃなかったんだね。,苦笑｜通じ合う苦笑：言葉にしなくても共有される失望によって、同調する苦笑を引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,丁寧な態度の店員がテーブルへ来て、料理についての返事を待ちます。,ここまでのお料理は、すべてお口に合っていますでしょうか？,社交的な笑顔｜その場を保つ礼儀笑い：直接尋ねられても対立を避けたい気持ちによって、礼儀的な笑顔を引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,料理が少し冷たいと遠回しに伝えると、店員がすぐに対応を提案します。,大変申し訳ございません。すぐに温め直します。お知らせいただきありがとうございます。,社交的な笑顔｜場を和らげる笑顔：不満を伝えた後に関係を修復することで、控えめで友好的な笑顔を引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,最も期待していた看板料理もおいしくありません。友人はフォークを置き、声を落とします。,最初の一皿だけの失敗じゃなかったね。この食事はもう挽回できそうにない。,苦笑｜やるせない苦笑：二度目の失望で残っていた期待もなくなることで、明らかなやるせなさを引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,隣の客が同じ看板料理を一口食べ、大きな声で同行者に褒めています。,さすが評判どおりだね。今年食べた中で間違いなく一番おいしい料理だよ。,嘲笑的な笑い｜控えめな嘲笑：自分の体験と大げさな称賛の落差によって、軽く抑えた嘲笑を引き出します。,illustrations/scene_011_disappointing_restaurant.png
長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,会計は予想より高額でした。友人は伝票を見ながら皮肉を込めて食事をまとめます。,少なくとも、予約が取りにくい理由は分かったね。みんな一度、自分で確かめに来たいんだよ。,嘲笑的な笑い｜皮肉な笑顔：高い価格、評判、低い満足度の落差によって、共有する皮肉な笑顔を引き出します。,illustrations/scene_011_disappointing_restaurant.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,月曜日の昼休み、友人はあなたが週末に待ち望んでいたイベントへ行ったことを知っていて、様子を尋ねます。,週末のイベント、どうだった？今の顔を見ると、かなり楽しかったみたいだね。,喜びの笑顔｜思い出す微笑み：肯定的な自伝的記憶を思い出すことで、自然で穏やかな笑顔を引き出します。,illustrations/scene_012_weekend_story.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,一番面白かった場面を話し、同行した友人の反応をまねしたところです。,ちょっと待って、今のまね、そっくりすぎる。現場がどれだけ面白かったか想像できるよ。,喜びの笑顔｜朗らかな笑顔：面白い出来事を追体験し、動作をまねすることで、外にはっきり表れる共有の笑顔を引き出します。,illustrations/scene_012_weekend_story.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,友人は真剣に聞きながら、細かい内容を何度も質問します。,続けて。本当に聞きたいんだ。そんなに面白いなら、私も一緒に行けばよかった。,優しい笑顔｜親しみのある温かな笑顔：熱心に聞かれ、関心を示されることで、親近感を伴う笑顔を引き出します。,illustrations/scene_012_weekend_story.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,一番面白い結末を話す直前に、あなたはわざと水を飲んで止まり、友人を待たせています。,それでどうなったの？そんなところで止めないで、最後まで話してよ。,いたずらっぽい笑い｜もったいぶる笑顔：知っている結末をわざと遅らせることで、遊び心のある意味ありげな笑顔を引き出します。,illustrations/scene_012_weekend_story.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,あまり親しくない同僚が笑い声を聞き、丁寧に会話へ加わります。,何の話をしているんですか？向こうにいても二人の笑い声が聞こえました。,社交的な笑顔｜礼儀正しく共有する笑顔：第三者が会話に加わることで、友好的な社交的笑顔を引き出します。,illustrations/scene_012_weekend_story.png
週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,イベント当日の写真を見せると、友人は先ほどの話と写真の場面を結びつけます。,この写真、ちょうどその瞬間を撮ってるね。思い出すたびにうれしそうになる理由が分かったよ。,喜びの笑顔｜満足した笑顔：具体的な写真で楽しい記憶が再び活性化することで、安定した喜びを引き出します。,illustrations/scene_012_weekend_story.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,突然雨が降り始め、かばんの中に傘がないことを確認します。スマートフォンの天気アプリが音声で注意を知らせます。,現在地周辺では雨が強まっています。雨具をご用意ください。,苦笑｜やるせない笑顔：準備不足と突然の天候変化によって、軽いやるせなさを伴う笑顔を引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,軒下に着いたときには靴とズボンの裾が濡れています。天気アプリが予報を更新します。,今後一時間は強い雨が続く見込みで、短時間でやむ可能性は低いでしょう。,苦笑｜苦い笑顔：すでに影響を受け、すぐには改善できないことで、失望を伴う苦笑を引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,傘を持たない別の人も狭い軒下へ入り、息を整えてからあなたを見ます。,どうやら私たち二人とも、天気予報を信じすぎたみたいですね。,社交的な笑顔｜共感を伴う礼儀笑い：見知らぬ人と小さな困り事を共有することで、場を和らげる短い笑顔を引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,通過した車が水たまりを跳ね、まだ乾いていた側の裾まで濡れました。隣の人が一部始終を見ています。,これで、さっきまで乾いていた方も濡れてしまいましたね。,抑えきれない笑い｜ばかばかしさへの笑い：不運が重なり状況が滑稽になることで、突然の笑いを引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,遅れるかもしれないと友人に連絡すると、すぐに音声メッセージが返ってきます。,傘を持って迎えに行くから、軒下で待ってて。もう雨の中を歩かないでね。,優しい笑顔｜世話を受ける温かな笑顔：具体的な助けと気遣われる感覚によって、温かく安心した笑顔を引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,友人が傘を差して角から現れ、遠くから手を振ります。,見つけたよ。そこから動かないで、すぐそっちに行くから。,喜びの笑顔｜安心した嬉しい笑顔：困った状況が終わり、親しい人が現れることで、はっきりとした安堵の笑顔を引き出します。,illustrations/scene_013_sudden_rain.png
傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,7,小さすぎる一本の傘に二人で入り、帰り道を歩きます。友人はずぶ濡れのあなたを見て、ついに口を開きます。,今の姿、本当にプールから引き上げられたばかりみたいだよ。,苦笑｜自嘲の笑顔：安全になった後で濡れた姿を振り返ることで、やるせなさと安心を伴う自嘲の笑顔を引き出します。,illustrations/scene_013_sudden_rain.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,最終回の終盤、すれ違い続けた二人が人混みの中でようやく会い、一人が先に話します。,やっと見つけた。今度こそ、もう君を目の前からいなくならせない。,喜びの笑顔｜期待の微笑み：長く物語を追ってきた蓄積と結末への期待によって、持続する笑顔を引き出します。,illustrations/scene_014_happy_ending.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,二人は向かい合い、互いにしか意味が分からない言葉を一人が口にします。,あのときの真実はもう分かった。僕たちの誤解は今日で終わりにしよう。,喜びの笑顔｜安堵の笑顔：長く続いた不確かさが解消されることで、はっきりとした安心の笑顔を引き出します。,illustrations/scene_014_happy_ending.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,画面は、多くの困難を越えた別の二人へ移り、これからを一緒に過ごすことを確認します。,これからはどこへ行くときも一緒に行こう。もうどちらも一人で待たなくていい。,優しい笑顔｜満足を伴う温かな笑顔：登場人物の関係が大切に扱われることで、穏やかな満足の笑顔を引き出します。,illustrations/scene_014_happy_ending.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,物語は第一話に登場した場所へ戻り、登場人物が過去とのつながりに気づきます。,初めてここへ来たときに話したこと、まだ覚えていたんだね。,喜びの笑顔｜満足した笑顔：伏線が回収され構成が完結することで、満足の笑顔を引き出します。,illustrations/scene_014_happy_ending.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,普段は厳しい脇役が結婚式で立ち上がり、祝福の言葉を述べます。,きれいなことは言えないけど、二人がけんかするときは、まず僕がケーキを食べ終わるまで待ってください。,抑えきれない笑い｜突然の笑い：緊張が解けた後の意外な対比によって、素早く生じる笑いを引き出します。,illustrations/scene_014_happy_ending.png
テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,6,字幕が終わると、制作陣から視聴者への短いメッセージが表示されます。,この登場人物たちを最後まで見守ってくれて、ありがとうございました。あなたにも幸せな結末が訪れますように。,優しい笑顔｜名残惜しい笑顔：円満な結末と別れが同時に生じることで、優しさと名残惜しさを含む笑顔を引き出します。,illustrations/scene_014_happy_ending.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,1,帰宅すると、ペットがあなたの周りを何度も回り、お気に入りのおもちゃを足元に置きます。そばにいた家族も見ています。,さっきからずっと玄関で待ってたよ。君が帰ってきた途端、もう君しか見えてないね。,優しい笑顔｜愛情深い笑顔：親しいペットの出迎えと愛着行動によって、愛情を含む笑顔を引き出します。,illustrations/scene_015_pet_play.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,2,おもちゃを投げると、ペットは曲がるときに滑りますが、何もなかったように追い続けます。家族が一部始終を見ました。,今、絶対に滑ったのに、何もなかったふりをしてそのまま走っていったね。,喜びの笑顔｜楽しい笑い：害のない予想外の滑稽な動きによって、自然な笑いを引き出します。,illustrations/scene_015_pet_play.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,3,ペットはおもちゃを持ち帰りますが、あなたが手を伸ばすと一歩下がります。家族は遊びの意図に気づきます。,渡したくないんじゃなくて、わざと追いかけてもらおうとしてるんだよ。,喜びの笑顔｜遊びを共有する笑顔：ペットの働きかけと一緒に遊ぶ感覚によって、軽やかな笑顔を引き出します。,illustrations/scene_015_pet_play.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,4,無視するふりをすると、ペットはすぐに頭を膝に乗せて見上げます。,ほら、相手にしてもらえないと分かった途端、すぐにこの方法に変えたよ。,優しい笑顔｜心が和らぐ笑顔：愛着と穏やかな甘えによって、柔らかな笑顔を引き出します。,illustrations/scene_015_pet_play.png
自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。そばでは、よく知る家族もくつろいでいます。続いて表示される説明と発話に応じて、そのときの自然な表情をしてください。,5,おやつを出した瞬間、ペットはきれいに座ります。家族は先ほどまでの様子を思い出します。,さっきまであんなに騒いでたのに、おやつを見たら急に世界で一番お利口になったね。,喜びの笑顔｜朗らかな笑顔：行動の急な変化によって、はっきりした笑顔を引き出します。,illustrations/scene_015_pet_play.png
