情景,片段序号,说明,发言,目的,配图
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",1,"As soon as you enter the shop, you hear a song you have been playing repeatedly. The clerk notices you listening.",Do you like this song too? I happened to add it to the shop playlist today.,Joyful smile｜Smile of unexpected resonance: Encountering a familiar preference in an unfamiliar place is intended to evoke pleasant surprise.,illustrations/scene_010_hidden_gem_shop.png
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",2,You find several hard-to-find items that perfectly match your taste. The clerk watches from a distance for a moment.,Everything on that shelf just arrived. It looks like it really suits your style.,"Joyful smile｜Contented smile: Repeated matches with one’s preferences are intended to evoke a sustained, natural smile.",illustrations/scene_010_hidden_gem_shop.png
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",3,The clerk does not immediately try to sell you anything and only approaches after you have looked at the same shelf for a while.,This is my favorite shelf in the shop. Take your time—you don't need to decide right away.,Social smile｜Friendly polite smile: A low-pressure conversation about shared taste is intended to evoke a natural social smile.,illustrations/scene_010_hidden_gem_shop.png
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",4,You casually compliment the selection. The clerk looks at the items you have already chosen.,I can tell you know what you're looking at. You've picked all the pieces I'm most reluctant to sell.,Shy smile｜Bashful smile after praise: A mild personal compliment is intended to evoke a pleased but self-conscious smile.,illustrations/scene_010_hidden_gem_shop.png
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",5,"In a corner, you find a small object connected to a childhood memory, and the clerk explains where it came from.",This came from an old shop that had been open for decades. The previous owner took very good care of it.,Gentle smile｜Warm nostalgic smile: A gentle personal memory and a kindly told story are intended to evoke a soft smile.,illustrations/scene_010_hidden_gem_shop.png
"Wandering into a shop that perfectly suits your taste: Imagine walking down an unfamiliar street on a weekend afternoon without a fixed destination. You step away from the crowd and enter an ordinary-looking shop. The music, scent, displays, and products unexpectedly match your preferences. Respond naturally to each instruction and utterance that follows.",6,"Before leaving, you save the shop's location on your phone. The clerk notices and says goodbye.","Come back when you have time. In a few days, we'll receive more pieces similar to the ones you chose today.","Joyful smile｜Happy smile of discovery: Turning a chance discovery into future anticipation is intended to evoke a light, satisfied smile.",illustrations/scene_010_hidden_gem_shop.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",1,"The first dish looks beautiful, but it tastes bland and is the wrong temperature. Your friend watches your reaction.","Well? Judging by your face, I don't think it tastes the way we expected.",Bittersweet smile｜Disappointed smile: The gap between high expectations and the first taste is intended to evoke a disappointed but restrained smile.,illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",2,"Your friend takes a bite too, pauses, and looks up at you.","All right, so I'm not the only one who thinks that first bite was strange.",Bittersweet smile｜Shared wry smile: Mutual disappointment understood without words is intended to evoke a synchronized wry smile.,illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",3,A polite server comes to the table and waits for your opinion of the food.,Is everything to your liking so far?,"Social smile｜Polite, noncommittal smile: A direct service question and a wish to avoid conflict are intended to evoke a polite smile.",illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",4,You tactfully mention that the dish is a little cold. The server immediately offers a solution.,"I'm very sorry. I'll have it reheated right away, and thank you for letting me know.","Social smile｜Tension-easing smile: Repairing the interaction after raising a complaint is intended to evoke a restrained, friendly smile.",illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",5,The signature dish you anticipated most is also disappointing. Your friend puts down their fork and lowers their voice.,So the first dish wasn't a one-off. I don't think this meal can be saved.,Bittersweet smile｜Resigned smile: A second disappointment that removes the remaining hope is intended to evoke clear resignation.,illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",6,"At the next table, another guest takes one bite of the same signature dish and loudly praises it.",It really deserves its reputation. This is easily the best thing I've eaten all year.,Derisive smile｜Restrained scoff: The contrast between your experience and exaggerated praise is intended to evoke a subtle derisive smile.,illustrations/scene_011_disappointing_restaurant.png
"A long-awaited restaurant reservation that turns out to be disappointing: Imagine booking a highly rated restaurant more than a month ahead and keeping the evening free. You arrive on time with a friend. The setting looks appealing, but from the first bite the food falls well short of expectations. Respond naturally to each instruction and utterance that follows.",7,The bill is higher than expected. Your friend looks at it and summarizes the meal sarcastically.,At least we finally know why it's so hard to book. Maybe everyone wants to come and verify it for themselves.,"Derisive smile｜Ironic smile: The contrast among high price, strong reputation, and poor experience is intended to evoke shared irony.",illustrations/scene_011_disappointing_restaurant.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,1,"During Monday lunch, your friend knows you attended a long-awaited event over the weekend and asks about it.","How did that event go this weekend? From the look on your face, you must have had a great time.","Joyful smile｜Smile of happy recollection: Recalling a positive autobiographical memory is intended to evoke a natural, mild smile.",illustrations/scene_012_weekend_story.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,2,You have just described the funniest moment and imitated your companion's reaction.,"Wait, that imitation was perfect. I can already picture how funny it was in person.","Joyful smile｜Hearty smile: Re-experiencing a funny event and imitating it are intended to evoke an open, shared smile.",illustrations/scene_012_weekend_story.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,3,Your friend listens carefully and keeps asking for specific details.,"Keep going—I genuinely want to hear it. If I'd known it would be that much fun, I would have joined you.","Gentle smile｜Warm smile of closeness: Being listened to with genuine interest is intended to evoke a warm, connected smile.",illustrations/scene_012_weekend_story.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,4,"You deliberately pause for a drink just before revealing the funniest outcome, and your friend is waiting impatiently.",And then what happened? Don't stop right there. Tell me how it ended.,"Sly smile｜Playful suspense smile: Deliberately delaying an ending you know is intended to evoke a teasing, knowing smile.",illustrations/scene_012_weekend_story.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,5,A colleague you do not know well hears the laughter and politely joins the conversation.,What are you talking about? I could hear both of you laughing from over there.,Social smile｜Polite sharing smile: A third person joining the interaction is intended to evoke a friendly social smile.,illustrations/scene_012_weekend_story.png
Telling a friend about a happy weekend experience: Imagine having lunch with a familiar friend or coworker in a quiet corner on Monday. They know you attended an event you had anticipated for a long time and ask how it went. Respond naturally to each instruction and utterance that follows.,6,You show your friend a photo from the event. They connect it with the scene you just described.,This photo captured that exact moment. No wonder you're still happy whenever you remember it.,Joyful smile｜Contented smile: A concrete image that reactivates a happy memory is intended to evoke steady pleasure.,illustrations/scene_012_weekend_story.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",1,The first burst of rain begins. You check your bag and confirm that you have no umbrella. Your weather app issues a voice alert.,Rain is intensifying in your current area. Please make sure you have rain protection.,Bittersweet smile｜Resigned smile: Being unprepared for a sudden change in weather is intended to evoke mild resignation.,illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",2,"You reach the shelter, but your shoes and trouser legs are already wet. The weather app updates its forecast.",Heavy rain is expected to continue for the next hour and is unlikely to stop soon.,Bittersweet smile｜Wry smile: Already being affected with no quick improvement available is intended to evoke a disappointed wry smile.,illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",3,Another stranger without an umbrella squeezes under the narrow shelter and looks at you after catching their breath.,It looks like both of us trusted the weather forecast a little too much.,Social smile｜Sympathetic social smile: Sharing a small inconvenience with a stranger is intended to ease the atmosphere through a brief smile.,illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",4,A passing car splashes the other side of your trousers. The stranger beside you sees the entire thing.,"Well, now the side that was still dry is soaked too.",Uncontrollable laughter｜Laugh at the absurdity: One more piece of bad luck creating an absurd situation is intended to evoke a sudden laugh.,illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",5,You message your friend to say that you may be late. They quickly send a voice reply.,I'll bring an umbrella and come get you. Stay under the shelter and don't run back into the rain.,"Gentle smile｜Warm smile of being cared for: Concrete help and the feeling of being looked after are intended to evoke a warm, relaxed smile.",illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",6,Your friend appears around the corner under an umbrella and waves from a distance.,I see you. Stay right there—I'll be with you in a moment.,"Joyful smile｜Relieved, happy smile: The end of the difficulty and the arrival of a friend are intended to evoke a clear smile of relief.",illustrations/scene_013_sudden_rain.png
"Going out without an umbrella when it suddenly rains: Imagine leaving home after a forecast of only cloudy weather, so you carry no umbrella. Ten minutes from your destination, the rain rapidly becomes heavy. The only nearby shelter is a narrow awning. Respond naturally to each instruction and utterance that follows.",7,You walk back together under one umbrella that is too small. Your friend looks at how soaked you are and finally comments.,"Right now, you honestly look as if someone just pulled you out of a swimming pool.",Bittersweet smile｜Self-deprecating smile: Looking back at one’s bedraggled state after reaching safety is intended to evoke relaxed self-deprecation.,illustrations/scene_013_sudden_rain.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",1,"In the final minutes, two characters who kept missing each other finally meet in a crowd, and one speaks first.","I finally found you. This time, I won't let you disappear from my life again.",Joyful smile｜Anticipatory smile: Long-term narrative investment and an approaching resolution are intended to evoke sustained anticipation.,illustrations/scene_014_happy_ending.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",2,"They face each other, and one says the line that only the two of them fully understand.",I know the truth about what happened back then. The misunderstanding between us ends today.,Joyful smile｜Relieved smile: Resolution of a long-running uncertainty is intended to evoke a clear smile of relief.,illustrations/scene_014_happy_ending.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",3,The story moves to another pair who endured many difficulties and can finally confirm their future together.,"Wherever we go from now on, we'll go together. Neither of us has to wait alone again.","Gentle smile｜Warm smile of satisfaction: Seeing the characters’ relationships cared for and resolved is intended to evoke a gentle, satisfied smile.",illustrations/scene_014_happy_ending.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",4,"The ending returns to a place shown in the first episode, and a character recognizes the full-circle reference.",So you still remember what we said the first time we came here.,Joyful smile｜Contented smile: Recognition of a fulfilled narrative setup is intended to evoke satisfaction.,illustrations/scene_014_happy_ending.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",5,A normally serious supporting character stands at the wedding to make a toast.,"I'm not good at saying beautiful things, so if you ever argue, just let me finish my cake before you involve me.",Uncontrollable laughter｜Sudden laugh: A comic contrast after tension has ended is intended to evoke a quick burst of laughter.,illustrations/scene_014_happy_ending.png
"A television drama reaches a happy ending: Imagine watching the final episode of a series you have followed for a long time. After repeated misunderstandings and separations, the ending still seemed uncertain until the last episode. You watch in a familiar, quiet room as the story finally resolves happily. Respond naturally to each instruction and utterance that follows.",6,"After the credits, a short message from the creators appears for the audience.",Thank you for staying with these characters until the end. We hope you find your own happy ending too.,"Gentle smile｜Fond, lingering smile: A happy ending combined with farewell is intended to evoke a tender smile with a trace of reluctance.",illustrations/scene_014_happy_ending.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",1,"You arrive home and your pet circles you excitedly, dropping its favorite toy at your feet. A family member nearby watches.","It's been waiting by the door for you. The moment you came home, it forgot about everyone else.",Gentle smile｜Affectionate smile: A familiar pet’s eager greeting and attachment are intended to evoke an affectionate smile.,illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",2,You throw the toy. Your pet slips while turning but immediately carries on as if nothing happened. Your family member sees everything.,It definitely slipped just now and then pretended nothing happened before charging off again.,"Joyful smile｜Happy laugh: A harmless, unexpected comic movement is intended to evoke spontaneous laughter.",illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",3,Your pet brings the toy back but steps away as soon as you reach for it. Your family member recognizes the game.,It isn't refusing to give you the toy. It's deliberately trying to make you chase it.,Joyful smile｜Playful shared smile: The pet’s interactive strategy is intended to evoke light shared enjoyment.,illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",4,"You pretend to ignore your pet, and it immediately rests its head on your knee and looks up at you.","Look at that. The moment you ignored it, it switched straight to this strategy.","Gentle smile｜Soft-hearted smile: Attachment and mild pleading are intended to evoke a soft, affectionate smile.",illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",5,"As soon as you take out a treat, your pet sits perfectly upright. Your family member remembers its earlier behavior.","It was completely out of control a moment ago, and now that it sees food, it's suddenly the best-behaved pet in the world.",Joyful smile｜Hearty smile: The abrupt behavioral contrast is intended to evoke a broad smile.,illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",6,Your pet repeatedly performs the same simple trick incorrectly but becomes more excited each time. Your family member comments.,Ask it one more time. I don't think it's listening to the command at all—it's just having fun.,Uncontrollable laughter｜Failed-to-suppress laughter: Repeated mistakes and mounting excitement are intended to evoke repeated loss of composure.,illustrations/scene_015_pet_play.png
"Playing with your pet: Imagine returning home on an evening when you are in no hurry. A pet that is close to you is waiting at the door, full of energy, and brings its favorite toy. A family member you know well is also relaxing nearby. Respond naturally to each instruction and utterance that follows.",7,"After playing, your pet falls asleep beside you with one paw still resting on the toy. Your family member lowers their voice.",It still won't let go of the toy even in its sleep. It must really love playing with you.,"Gentle smile｜Tender smile: Trust and calm companionship are intended to evoke a quiet, lasting smile.",illustrations/scene_015_pet_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",1,The child runs to you and pulls you toward a half-built block structure.,Come and look! This is the castle I built. Do you think it looks real?,Gentle smile｜Encouraging smile: A child sharing an achievement and seeking approval are intended to evoke a supportive smile.,illustrations/scene_016_child_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",2,The child hands you a block and points firmly to the spot beside them.,Sit here and build it with me. You're the only person allowed to place this piece.,"Gentle smile｜Smile of closeness: A direct invitation and trust are intended to evoke a gentle, connected smile.",illustrations/scene_016_child_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",3,"You deliberately put a block in the wrong place, and the child immediately assumes the role of teacher.","No, no, that piece goes here. I'll show you how to build it properly.",Joyful smile｜Happy smile: The reversal of roles and the child’s seriousness are intended to evoke natural enjoyment.,illustrations/scene_016_child_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",4,A family member calls the child to wash their hands. The child holds your arm and refuses to leave.,"Play with me for five more minutes. Just five minutes, and then I'll wash my hands.","Gentle smile｜Affectionate smile: Harmless pleading and attachment are intended to evoke an affectionate, slightly conflicted smile.",illustrations/scene_016_child_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",5,"You promise to continue after they wash their hands, but the child still holds on and looks up for confirmation.","You really won't leave, will you? You have to wait here until I come back.",Gentle smile｜Tender smile: A child’s mild worry about separation and need for reassurance are intended to evoke a caring smile.,illustrations/scene_016_child_play.png
"Playing with a child you are fond of: Imagine building blocks at a relative’s home with a familiar four-to-six-year-old child whom you like. The child trusts you and speaks directly, and no real caregiving risk is involved. Respond naturally to each instruction and utterance that follows.",6,A family member sees how attached the child is to you and explains with a smile.,They haven't listened to anyone today. It looks as though you're the only person they'll listen to now.,Social smile｜Self-conscious polite smile: Public attention to a close bond is intended to evoke a bashful social smile.,illustrations/scene_016_child_play.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,1,"During a group presentation, a member who did very little work answers before everyone else.","I know this part best, so I should answer for the team.","Derisive smile｜Cold, disdainful smile: The gap between actual contribution and self-promotion is intended to evoke restrained disdain.",illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,2,"The host praises the team's preparation, and this member immediately responds.",The presentation is this well prepared mainly because I kept everyone working to my standards.,Derisive smile｜Scoff: Obvious credit-taking and self-aggrandizement are intended to evoke a brief dismissive smile.,illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,3,"When it is your turn to speak, this member leans toward you and offers advice in a patronizing tone.",Don't go into too much detail. The people here probably won't understand it.,Derisive smile｜Disdainful smile: An unsupported superior attitude is intended to evoke a look of disdain.,illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,4,"An error appears in the part this member was responsible for, and they immediately explain it away.",Someone else must have changed that detail later. It wasn't in my original version.,Derisive smile｜Mocking smile: The double standard of taking credit and shifting blame is intended to evoke a mocking smile.,illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,5,"The meeting continues. After you clarify the actual division of work, the member pretends to accept it.","Fine. If you insist on explaining all those details, then go ahead and continue your way.",Social smile｜Suppressed professional smile: Professional norms and restraint of conflict are intended to evoke a polite smile without genuine pleasure.,illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,6,"After the meeting, this member evaluates the collaboration as if nothing problematic happened.",Everyone worked reasonably well today. The result mostly met my expectations.,"Derisive smile｜Cold smile: The inconsistency between behavior and self-assessment is intended to evoke a detached, cold smile.",illustrations/scene_017_annoying_behavior.png
Reacting to behavior you dislike: Imagine a fictional group project in which one member does little work but repeatedly interrupts others during the presentation and presents the team’s results as mainly their own. Respond naturally to each instruction and utterance that follows.,7,"Back at your desk, you discover that you still have to work with this person. They approach with the next assignment.","We should stay partners for the next part. If you follow my approach more closely, it will be much easier for you.",Bittersweet smile｜Resigned smile: Having no choice about future cooperation is intended to evoke tired resignation.,illustrations/scene_017_annoying_behavior.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",1,"Before your friend arrives, you and an accomplice check the order of the many nested gift boxes. Your accomplice confirms the plan quietly.","All the boxes are in the right order. You need to act as if you know nothing, and whatever you do, don't laugh too soon.","Sly smile｜Planning smile: A harmless plan and a shared secret are intended to evoke a playful, calculating smile.",illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",2,Your friend sees the large box on the table and notices that everyone in the room is unusually quiet.,Why is everyone so quiet today? Are you hiding something from me?,Sly smile｜Smile concealing an intention: The conflict between knowing and pretending is intended to evoke a smile that is difficult to suppress completely.,illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",3,"Your friend opens the first layer, finds another box inside, and looks at you suspiciously.","Why is there another box in here? This wasn't your idea, was it?",Sly smile｜Knowing smile: The other person beginning to suspect the secret is intended to evoke a smile based on unequal information.,illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",4,"After opening the third layer, your friend stops deliberately as if they have identified the person behind it.",I already know who planned this. You should confess now.,"Sly smile｜Suppressed giggle: Almost being exposed and sharing the secret are intended to evoke a quiet, concealed smile.",illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",5,The final box contains only a clue pointing to the real gift.,"The real gift is where I usually look for food? You didn't hide it in the refrigerator, did you?","Sly smile｜Smile before the reveal: Knowing the ending is about to be discovered is intended to evoke a pleased, anticipatory smile.",illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",6,Your friend finds the real gift in the refrigerator and looks back at everyone after recovering from the surprise.,"You went to far too much trouble, but I honestly love this surprise.",Joyful smile｜Shared happy smile: A safe prank ending in a real gift and a positive response is intended to evoke genuine enjoyment.,illustrations/scene_018_harmless_prank.png
"Carrying out a harmless prank: Imagine preparing a birthday gift for a close friend who enjoys lighthearted jokes. The real gift is hidden in the refrigerator. On the table is only a decoy gift made of many nested boxes, with a clue inside each layer. Respond naturally to each instruction and utterance that follows.",7,"Your friend reenacts their reaction to each layer, and everyone else starts remembering it too.","Look, this is exactly what I did at the third box. I was convinced the next one had to be the real gift.",Uncontrollable laughter｜Contagious laughter: Group laughter and repeated imitation are intended to evoke laughter that is difficult to stop.,illustrations/scene_018_harmless_prank.png
"Talking with a stranger at a party: Imagine attending a small gathering hosted by a friend. Most guests know one another, but you know only the host. A friendly stranger approaches you in a quiet corner and starts a conversation. Respond naturally to each instruction and utterance that follows.",1,"At a small party, a friendly stranger approaches, introduces themselves, and begins with a shared connection.","Hi, I work with the host. How do you know them?",Social smile｜Polite smile: A safe topic involving a mutual contact is intended to evoke a conventional polite smile.,illustrations/scene_019_party_stranger.png
