情景,片段序号,说明,发言,目的,配图
幸运买到最后一块蛋糕：请想象下班后你特意绕路去一家常去的蛋糕店，想买当天限定、经常提前售罄的蛋糕。你到店时展示柜几乎空了，只在角落里还放着最后一块。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,你最终把蛋糕分给朋友。朋友看了看两份大小，把更大的一份推回给你。,毕竟是你找到的，当然应该由你吃更大的这一份。,社交型笑｜友好感谢笑：利用熟人间公平和体贴，诱发带感谢的社交笑。,illustrations/scene_009_last_cake.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,你刚走进店里，就听到自己最近反复播放的一首歌。店员注意到你在听。,你也喜欢这首歌吗？我今天刚好把它放进店里的播放列表。,愉悦型笑｜意外共鸣笑：利用陌生环境中的熟悉偏好，诱发轻松惊喜。,illustrations/scene_010_hidden_gem_shop.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,你沿着货架连续看到几件很难找到、却正合你审美的东西。店员远远观察了一会儿。,你看的这一排都是最近刚到的，看起来很适合你的风格。,愉悦型笑｜满足微笑：利用偏好连续被命中，诱发持续、自然的微笑。,illustrations/scene_010_hidden_gem_shop.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,店员没有立即推销，只在你停留很久后走近介绍这一排商品。,这一排是我自己最喜欢的，你可以慢慢看，不用急着决定。,社交型笑｜友好礼貌笑：利用低压力的共同兴趣交流，诱发自然的社交笑。,illustrations/scene_010_hidden_gem_shop.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,你随口称赞店里的选择。店员看了看你已经挑出的几件东西。,能看出来你很懂这些，你挑的都是我最舍不得卖的。,羞涩型笑｜被夸后的腼腆笑：利用轻度个人赞美，诱发不好意思但愉快的笑。,illustrations/scene_010_hidden_gem_shop.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你在角落发现一件与童年记忆有关的小物件，店员愿意解释它的来源。,这个是从一家经营了很多年的旧店收来的，原来的店主一直保存得很好。,温柔型笑｜怀旧暖笑：利用温和的个人记忆和善意讲述，诱发柔和笑容。,illustrations/scene_010_hidden_gem_shop.png
随意进入一家很合胃口的店：请想象周末下午你没有明确目的地，在一条不熟悉的街上躲开人群，随手推门进入一家看起来普通的小店。店内音乐、气味、陈列和商品风格都意外符合你的喜好。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,离开前，你把店铺位置存进手机。店员看见后向你道别。,下次有空再来吧，过几天还会到一批和你今天挑的风格很像的东西。,愉悦型笑｜发现宝藏的开心笑：利用偶然发现变成未来期待，诱发轻快、满足的笑。,illustrations/scene_010_hidden_gem_shop.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,第一道菜摆盘精致，但你尝过以后发现味道寡淡、温度也不合适。朋友正在观察你的反应。,怎么样？你这个表情看起来好像和我们期待的不太一样。,苦涩型笑｜期待落空的苦笑：利用高期待与第一口体验的落差，诱发失望又克制的笑。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,朋友也尝了一口，沉默片刻后抬眼看向你。,好吧，看来不只是我觉得这一口有点奇怪。,苦涩型笑｜会意苦笑：利用共同失望和无需明说的默契，诱发同步苦笑。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,服务员礼貌地走到桌边，等待你评价刚端上的菜。,请问目前的菜品都还合您的口味吗？,社交型笑｜礼貌应付笑：利用直接服务询问和不愿制造冲突，诱发职业互动中的礼貌笑。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,你委婉提到菜有些凉。服务员立即提出处理方式。,非常抱歉，我现在就帮您重新加热，谢谢您及时告诉我。,社交型笑｜缓和笑：利用提出不满后的关系修复，诱发克制、友好的笑。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,期待最高的招牌菜端上来后仍然不好吃，朋友放下餐具，压低声音。,看来第一道菜不是偶然失手，这顿饭大概真的救不回来了。,苦涩型笑｜无奈苦笑：利用第二次失望终结侥幸，诱发明显无奈。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,邻桌客人刚吃了一口同样的招牌菜，便大声向同伴称赞。,果然名不虚传，这绝对是我今年吃过最好吃的一道菜。,讥讽型笑｜含蓄嗤笑：利用个人体验与夸张赞誉的反差，诱发轻微、克制的讥笑。,illustrations/scene_011_disappointing_restaurant.png
期待已久的预约餐厅并不好吃：请想象你提前一个多月预约了一家评价很高的餐厅，还专门空出了晚上。你和朋友准时到店，环境看起来不错，但菜品从第一口开始就和期待有明显差距。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,结账时价格比预想更高。朋友看着账单，用反话总结这顿饭。,至少我们终于知道为什么这么难订了，大家可能都想亲自来确认一次。,讥讽型笑｜反讽笑：利用高价格、高声誉与低体验的落差，诱发共享的反讽笑。,illustrations/scene_011_disappointing_restaurant.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,周一午休，朋友知道你周末参加了期待已久的活动，于是主动问起。,你周末那个活动后来怎么样？看你现在的样子，应该玩得很开心吧。,愉悦型笑｜回忆微笑：利用积极自传式回忆，诱发自然、低强度的笑。,illustrations/scene_012_weekend_story.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,你刚讲到现场最有趣的一幕，并模仿了同行朋友当时的反应。,等一下，你刚才模仿得也太像了，我已经能想象现场有多好笑了。,愉悦型笑｜爽朗笑：利用重新体验有趣事件和动作模仿，诱发外显、共享的笑。,illustrations/scene_012_weekend_story.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,朋友一直认真听你讲述，还不断追问具体细节。,你继续讲，我是真的想听，早知道这么有意思我也一起去了。,温柔型笑｜亲近暖笑：利用被认真倾听和兴趣回应，诱发亲近、温暖的笑。,illustrations/scene_012_weekend_story.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,你在最好笑的结果前故意停下来喝水，朋友已经被吊起胃口。,然后呢？你别偏偏停在这里，最后到底发生了什么？,狡黠型笑｜卖关子的坏笑：利用掌握故事结局并故意延迟，诱发调皮、意味深长的笑。,illustrations/scene_012_weekend_story.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,旁边一位不太熟的同事听见你们的笑声，礼貌地加入对话。,你们在聊什么有趣的事情？我在旁边都听见你们笑了。,社交型笑｜礼貌分享笑：利用第三人加入和保持友好，诱发社交性笑。,illustrations/scene_012_weekend_story.png
向朋友讲述周末的快乐经历：请想象周一午休，你和一位熟悉的同事或朋友坐在安静的角落吃饭。对方知道你周末参加了期待已久的活动，主动问后来怎么样。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,你翻出活动当天的一张照片。朋友看完后，再次提起你刚才描述的画面。,这张照片刚好把那一刻拍下来了，难怪你现在想起来还这么开心。,愉悦型笑｜满足笑：利用具体照片重新激活快乐记忆，诱发稳定愉悦。,illustrations/scene_012_weekend_story.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,第一阵雨突然落下来，你摸了摸包，确认里面确实没有伞。手机天气应用随即发出语音提醒。,当前区域降雨正在增强，请注意携带雨具。,苦涩型笑｜无奈笑：利用遗漏准备和天气突变，诱发轻度无奈笑。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,你刚跑到屋檐下，鞋和裤脚已经湿了。天气应用又更新了预报。,预计未来一小时持续强降雨，短时间内不会停止。,苦涩型笑｜苦笑：利用已经受影响且短期无法改善，诱发带失落的苦笑。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,另一位没带伞的陌生人也挤进狭窄的屋檐，喘匀气后看向你。,看来我们两个都太相信天气预报了。,社交型笑｜共情礼貌笑：利用陌生人共享小麻烦，诱发短暂、缓和气氛的笑。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,一辆车经过水坑，把你另一边原本还算干的裤脚也溅湿。旁边的陌生人看到了全过程。,这下好了，刚才没湿的那一边也没保住。,失控型笑｜荒谬爆笑：利用坏运气继续叠加形成的荒诞感，诱发突然笑出声。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你发消息告诉朋友可能迟到。朋友很快发来一段语音回复。,我带伞过去接你，你先在屋檐下面等着，别再往雨里跑了。,温柔型笑｜被照顾的暖笑：利用具体援助和被惦记感，诱发温暖、放松的笑。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,朋友撑着伞从街角出现，远远朝你挥手。,我看到你了，你就站在那里别动，我马上过去。,愉悦型笑｜释然开心笑：利用困境解除和熟人出现，诱发明显的释然笑。,illustrations/scene_013_sudden_rain.png
出门没带伞却突然下雨：请想象你出门时天气预报只说多云，因此没有带伞。傍晚离目的地还有十分钟路程时，雨点突然变密，很快变成大雨，附近只有一个狭窄屋檐可以暂时躲避。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,你们挤在一把不够大的伞下往回走。朋友看着你湿透的样子，终于忍不住开口。,你现在这个样子，真的像刚从水里捞出来一样。,苦涩型笑｜自嘲笑：利用安全后的狼狈回顾，诱发无奈但放松的自嘲笑。,illustrations/scene_013_sudden_rain.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,最后几分钟里，两个一直错过的角色终于在人群中看见彼此，其中一人先开口。,我终于找到你了，这一次我不会再让你从我面前离开。,愉悦型笑｜期待微笑：利用长期叙事积累和结局将揭晓，诱发持续期待。,illustrations/scene_014_happy_ending.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,两人面对面站定，其中一人说出只有他们彼此理解的那句话。,当年的事情我已经知道真相了，我们之间的误会到今天结束。,愉悦型笑｜释然笑：利用长期悬念解除，诱发明显放松的笑。,illustrations/scene_014_happy_ending.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,画面转到另一组经历许多困难的角色，他们终于确认彼此的未来。,以后不管去哪里，我们都一起走，再也不用一个人等了。,温柔型笑｜欣慰暖笑：利用角色关系得到照顾和满足，诱发柔和、欣慰的笑。,illustrations/scene_014_happy_ending.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,片尾回到第一集出现过的地点，角色发现这段完整的呼应。,原来你还记得我们第一次来到这里时说过的话。,愉悦型笑｜满足笑：利用伏笔回收和结构完整感，诱发满足微笑。,illustrations/scene_014_happy_ending.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,一位平时严肃的配角在婚礼上站起来，准备发表祝福。,我不太会说好听的话，总之你们以后吵架的时候，记得先让我吃完蛋糕。,失控型笑｜突然爆笑：利用紧张结束后的反差笑点，诱发快速爆发的笑。,illustrations/scene_014_happy_ending.png
电视剧迎来圆满结局：请想象你独自追了一部很久的电视剧，主角经历多次误会和分离，最后一集前仍让人担心。你在熟悉、安静的房间里看到结局，故事最终以圆满方式收束。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,字幕结束后，画面出现主创留给观众的简短致谢。,谢谢你陪这些角色走到最后，愿你也能拥有属于自己的圆满结局。,温柔型笑｜留恋甜笑：利用圆满与告别并存，诱发温柔、略带不舍的笑。,illustrations/scene_014_happy_ending.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,你回到家，宠物立刻围着你转，并把最喜欢的玩具放到你脚边。在旁边休息的家人看见了。,它从刚才开始就一直在门口等你，你一回来，它眼里就只有你了。,温柔型笑｜宠溺笑：利用熟悉宠物主动迎接和依恋行为，诱发宠溺、亲近的笑。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,你把玩具扔出去，宠物转弯时脚下一滑，却马上若无其事地继续追。家人看到了全过程。,它刚才明明滑了一下，还装作什么都没发生，继续往前冲。,愉悦型笑｜开心大笑：利用无害、意外的滑稽动作，诱发自然大笑。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,宠物叼回玩具，却在你伸手时故意往后退。家人看出它的意图。,它不是不想把玩具给你，它就是故意想让你追它。,愉悦型笑｜调皮共享笑：利用宠物的互动策略和共同游戏，诱发轻快笑容。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,你假装不再理宠物，它马上把头靠到你膝盖上，安静地抬眼看你。,你看，它发现你不理它，马上就换成这一招了。,温柔型笑｜心软暖笑：利用依恋和低强度撒娇，诱发柔和、心软的笑。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你刚拿出零食，宠物瞬间坐得非常端正。家人想起它刚才捣乱的样子。,刚才还闹得停不下来，一看到零食就突然变成最听话的孩子了。,愉悦型笑｜爽朗笑：利用行为反差和拟人化理解，诱发明显笑容。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,宠物连续做错同一个简单动作，却一次比一次兴奋。家人在旁边提醒你。,你再让它做一次试试，我觉得它根本没听指令，只顾着自己高兴。,失控型笑｜抑制失败笑：利用重复错误与高兴奋状态，诱发反复破功的笑。,illustrations/scene_015_pet_play.png
和自己的宠物一起玩：请想象一个不用赶时间的晚上，你回到家，平时与你亲近的宠物已经在门口等你。它精力很好，主动把最喜欢的玩具带到你面前。一位熟悉的家人也在旁边休息。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,玩累以后，宠物挨着你睡着了，爪子还压在玩具上。家人压低声音说话。,它睡着了还不肯放开玩具，应该是真的很喜欢和你一起玩。,温柔型笑｜慈爱笑：利用放松后的信任和陪伴，诱发安静、持久的温柔笑。,illustrations/scene_015_pet_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,小朋友看见你后马上跑过来，把刚搭到一半的积木作品拉给你看。,你快看，这是我搭的城堡，你觉得它像不像真的？,温柔型笑｜鼓励暖笑：利用孩子寻求认可和分享成果，诱发支持性的笑。,illustrations/scene_016_child_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,小朋友把一块积木递给你，又指了指自己旁边的位置。,你坐这里陪我一起搭，这一块只有你可以放。,温柔型笑｜亲近笑：利用直接的陪伴邀请和信任，诱发亲近、柔和的笑。,illustrations/scene_016_child_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,你故意把一块积木放错，小朋友马上摆出小老师的样子。,不对，不对，这块应该放在这里，我来教你怎么搭。,愉悦型笑｜开心笑：利用角色反转和孩子的认真，诱发自然愉悦。,illustrations/scene_016_child_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,家人叫小朋友去洗手，他抱住你的手臂不愿意离开。,再陪我五分钟嘛，就五分钟，我马上就去洗手。,温柔型笑｜宠溺笑：利用低风险撒娇和依恋，诱发宠溺、略带为难的笑。,illustrations/scene_016_child_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,你答应洗完手再继续，小朋友仍然没有松手，抬头确认你的安排。,你真的不会走吗？你要在这里等我回来。,温柔型笑｜慈爱笑：利用孩子对分离的轻度担心和安抚需要，诱发照顾式笑。,illustrations/scene_016_child_play.png
和喜欢的小朋友玩耍：请想象你在亲友家中陪一个平时很喜欢、也熟悉你的四到六岁小朋友玩积木。孩子对你很信任，表达直接，不需要你承担真实的照护风险。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,家人看见小朋友一直黏着你，笑着向你解释。,他今天谁的话都不听，看来现在只愿意听你的。,社交型笑｜不好意思的礼貌笑：利用被公开指出亲近关系，诱发带腼腆的社交笑。,illustrations/scene_016_child_play.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,小组公开汇报中，一位平时很少承担任务的成员抢在别人前面回答问题。,这部分我最熟，还是让我来替大家回答吧。,讥讽型笑｜轻蔑冷笑：利用实际贡献与自我宣称的落差，诱发克制的轻蔑笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,主持人称赞团队准备充分，这名成员立即接过话。,这次汇报准备得这么充分，主要还是因为我一直要求大家按照我的标准做。,讥讽型笑｜嗤笑：利用明显抢功和自我拔高，诱发短促的否定性笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,轮到你发言时，这名成员靠近你，用像是在指导你的语气低声提醒。,你等会儿不要讲得太细，在场的人不一定能听懂。,讥讽型笑｜不屑一笑：利用无根据的优越姿态，诱发不屑笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,4,汇报中出现了由这名成员负责部分的错误，他马上向其他人解释。,刚才那个错误应该是别人后来改出来的，不是我原来的版本。,讥讽型笑｜讥笑：利用抢功与推责的双重标准，诱发带嘲弄的笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,5,会议仍在继续。你补充了真实分工后，这名成员表面上表示接受。,好吧，既然你一定要把这些细节说清楚，那就按照你说的继续。,社交型笑｜压抑性职业笑：利用专业规范和冲突抑制，诱发礼貌但不真实愉悦的笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,6,散会后，这名成员像刚才没有发生任何问题一样评价你们的合作。,今天大家配合得还不错，基本达到了我的预期。,讥讽型笑｜冷笑：利用行为与自我评价的不一致，诱发疏离、克制的冷笑。,illustrations/scene_017_annoying_behavior.png
别人做出让你讨厌的事情：请想象一次小组合作中，有位成员平时很少承担任务，却在公开汇报时反复打断别人、把团队成果说成主要由自己完成。情境为虚构角色扮演，不对应现实中特定个人。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,7,你回到座位后发现接下来仍要和他长期合作，他又走过来安排下一项任务。,后面的工作我们还是继续搭档吧，你多按照我的方法做，会轻松很多。,苦涩型笑｜无奈苦笑：利用对未来合作缺乏选择，诱发疲惫、无奈的笑。,illustrations/scene_017_annoying_behavior.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,1,朋友到来前，你和同伴最后检查套了很多层的假礼物盒。同伴压低声音确认计划。,盒子的顺序都对了，等会儿你负责装作什么都不知道，千万别提前笑出来。,狡黠型笑｜算计式坏笑：利用无害计划和共同秘密，诱发调皮、计划性的笑。,illustrations/scene_018_harmless_prank.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,2,朋友看到桌上的大盒子，又发现房间里的大家异常安静。,你们今天怎么这么安静？是不是有什么事情瞒着我？,狡黠型笑｜隐藏意图的笑：利用知情与伪装的冲突，诱发难以完全压住的坏笑。,illustrations/scene_018_harmless_prank.png
进行无害的恶作剧：请想象你为一位关系很好、能接受轻松玩笑的朋友准备生日礼物。你把真正礼物藏在冰箱里，桌上只放一个套了很多层盒子的假礼物，每层都有下一步提示。请根据接下来出现的说明和发言，做出你当下自然的表情回应。,3,朋友拆开第一层，发现里面还有一层，随即抬头怀疑地看向你。,这里面怎么还有一个盒子？这不会是你想出来的吧。,狡黠型笑｜意味深长的笑：利用对方开始察觉但尚未知道结局，诱发信息不对称的笑。,illustrations/scene_018_harmless_prank.png
