"情景","问题","目的","配图"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント4：同じように足止めされた隣の乗客が、更新され続ける表示を見て「今日は本当にタイミングがいいね」と小声で言います。短く目が合い、その言葉に応じるときの表情を見せてください。","苦笑｜共感を伴う苦笑：見知らぬ人と同じやるせない状況を共有することで、短く同調する苦笑を引き出します。","illustrations/scene_008_train_delay.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント5：新しい情報がないまま、定型的なおわびの放送が三度目も繰り返されます。もう一度聞いたときの表情を見せてください。","嘲笑的な笑い｜冷笑：役立つ情報がないことと定型的な謝罪の落差によって、抑えた否定的な笑顔を引き出します。","illustrations/scene_008_train_delay.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント6：携帯電話の電池がほとんど残っていません。近くの乗客が、自分はもう一つ持っているからと携帯充電器を差し出します。助けを受け入れ、お礼を言うときの表情を見せてください。","優しい笑顔｜感謝の温かな笑顔：見知らぬ人から具体的な助けを受けることで、誠実で温かな笑顔を引き出します。","illustrations/scene_008_train_delay.png"
"人身事故で電車が遅れる場面：平日の夕方、後の乗り換えに必要な電車をホームで待っていると想像してください。前方で人身事故が発生したため運転を見合わせ、再開時刻は未定だという放送が流れます。事故そのものは想像せず、待つこと、予定が崩れること、周囲の人とのやり取りだけに意識を向けてください。以下の場面に順番に入り込んでください。","セグメント7：代わりの経路を決めた直後、その路線も混雑しているという放送が流れます。到着時刻がさらに遅くなる画面を見て、思わず笑ってしまう反応を見せてください。","抑えきれない笑い｜絶望的な笑い：安全ではあるものの、移動上の不運が繰り返されることで、短く不釣り合いな笑いを引き出します。","illustrations/scene_008_train_delay.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント1：最初は見本の札だと思いますが、近づくと本当に一切れ残っていると分かります。見間違いではないと確かめたときの表情を見せてください。","喜びの笑顔｜幸運への驚きの笑顔：期待が低い中で希少な品を見つけることで、素早く生じる驚きの笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント2：店員が「本日最後の一つです。お取り置きできます」と確認し、売り切れの札を出します。確認を聞いたときの表情を見せてください。","喜びの笑顔｜満足した笑顔：欲しかった品を確実に得られることで、安定した満足の笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント3：後ろに来た客もショーケースを見ますが、あなたはすでに注文を終えています。その人と短く目が合ったときの表情を見せてください。","社交的な笑顔｜少し申し訳なさを含む礼儀笑い：結果は決まっていても相手を気遣うことで、控えめな社交的笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント4：一緒にいる友人も食べたいと言い、冗談めかして一口分けてほしいと頼みます。すぐに答えず、条件を考えながら相手を見るときの表情を見せてください。","いたずらっぽい笑い｜駆け引きの笑顔：希少な品を持つ状況での親しい冗談によって、遊び心と計算を含む笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント5：会計時、今日に限ってポイントで代金の一部を支払えると言われます。幸運がもう一つ重なったときの表情を見せてください。","喜びの笑顔｜嬉しい笑顔：予想外の小さな得によって、明るく軽やかな笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"最後の一切れのケーキを運よく買える場面：仕事帰りに少し遠回りして、よく行く店の当日限定ケーキを買いに行ったと想像してください。いつも早く売り切れる品で、到着するとショーケースはほぼ空ですが、隅に一切れだけ残っています。以下の場面に順番に入り込んでください。","セグメント6：ケーキを二つに分けると、友人は大きい方をあなたに戻し、「見つけたのはあなたなんだから」と言います。心遣いを受け入れるときの表情を見せてください。","社交的な笑顔｜感謝を伴う友好的な笑顔：友人同士の公平さと思いやりによって、感謝を含む社交的笑顔を引き出します。","illustrations/scene_009_last_cake.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント1：扉が閉まると、最近何度も聴いていた曲が流れていると気づきます。聞き覚えがあると分かったときの表情を見せてください。","喜びの笑顔｜思いがけない共感の笑顔：知らない環境で慣れ親しんだ好みに出会うことで、心地よい驚きを引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント2：棚を見ていくと、普段なかなか見つからないのに、自分の感覚にぴったり合う品が次々と目に入ります。夢中になっていくときの表情を見せてください。","喜びの笑顔｜満足した微笑み：好みに合うものが続けて見つかることで、持続する自然な笑顔を引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント3：店員はすぐに販売を勧めず、あなたが長く立ち止まった後で「この棚は私も一番好きなんです」と言います。短く会話するときの表情を見せてください。","社交的な笑顔｜友好的な礼儀笑い：共通の興味について圧力なく話すことで、自然な社交的笑顔を引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント4：品ぞろえが好きだと伝えると、店員は「分かります。私が一番売りたくないものばかり選んでいますね」と答えます。好みを好意的に評価されたときの表情を見せてください。","はにかみ笑い｜褒められた照れ笑い：軽い個人的な称賛によって、嬉しさと照れを含む笑顔を引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント5：隅にある小物から子どもの頃の記憶がよみがえり、店員がその品の由来を話してくれます。眺めながら話を聞くときの表情を見せてください。","優しい笑顔｜懐かしい温かな笑顔：穏やかな個人的記憶と親切な語りによって、柔らかな笑顔を引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"何気なく入った店がとても好みに合う場面：週末の午後、目的地を決めずに知らない通りを歩き、人混みを避けて普通に見える小さな店へ入ったと想像してください。音楽、香り、陳列、品ぞろえのすべてが思いがけず自分の好みに合います。以下の場面に順番に入り込んでください。","セグメント6：店を出るとき、場所を携帯電話に保存し、今度はわざわざ来たいと思います。外から店を振り返るときの表情を見せてください。","喜びの笑顔｜よい店を発見した笑顔：偶然の発見が今後の期待に変わることで、軽やかで満足した笑顔を引き出します。","illustrations/scene_010_hidden_gem_shop.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント1：最初の料理は美しく盛りつけられています。期待して一口食べますが、味が薄く温度も適切ではありません。友人が反応を見ています。飲み込むときの表情を見せてください。","苦笑｜期待外れの苦笑：大きな期待と最初の味の落差によって、失望しながらも抑えた笑顔を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント2：友人も食べた後、何も言わずに目を上げます。二人とも同じ感想だと分かります。言葉のない視線を交わすときの表情を見せてください。","苦笑｜通じ合う苦笑：言葉にしなくても共有される失望によって、同調する苦笑を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント3：礼儀正しい店員が来て、料理は口に合うかと尋ね、返答を待ちます。控えめに答えるときの表情を見せてください。","社交的な笑顔｜その場を保つ礼儀笑い：直接尋ねられても対立を避けたい気持ちによって、礼儀的な笑顔を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント4：料理が少し冷たいと遠回しに伝えると、店員は温め直せると言います。対応へのお礼を言うときの表情を見せてください。","社交的な笑顔｜場を和らげる笑顔：不満を伝えた後に関係を修復することで、控えめで友好的な笑顔を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント5：最も期待していた看板料理もおいしくありません。友人が「最初の一皿だけの失敗ではなかったね」と小声で言います。食事全体を立て直せないと分かったときの表情を見せてください。","苦笑｜やるせない苦笑：二度目の失望で残っていた期待もなくなることで、明らかなやるせなさを引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント6：隣の客が料理を大きな声で絶賛します。もう一度友人と目が合ったとき、この落差に対する表情を見せてください。","嘲笑的な笑い｜控えめな嘲笑：自分の体験と大げさな称賛の落差によって、軽く抑えた嘲笑を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"長く待って予約した店がおいしくなかった場面：評判のよい店を一か月以上前に予約し、その夜の予定を空けていたと想像してください。友人と時間どおりに着き、雰囲気はよく見えますが、料理は最初の一口から期待とは大きく違います。以下の場面に順番に入り込んでください。","セグメント7：会計額も予想より高く、友人が「予約が取りにくい理由が分かった。みんな一度自分で確かめたいんだね」と言います。皮肉を理解したときの表情を見せてください。","嘲笑的な笑い｜皮肉な笑顔：高い価格、評判、低い満足度の落差によって、共有する皮肉な笑顔を引き出します。","illustrations/scene_011_disappointing_restaurant.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント1：出発したところから話し始め、天気がよく、到着したときも想像以上に順調だったことを思い出します。記憶をたどり、話す順序を考えるときの表情を見せてください。","喜びの笑顔｜思い出す微笑み：肯定的な自伝的記憶を思い出すことで、自然で穏やかな笑顔を引き出します。","illustrations/scene_012_weekend_story.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント2：現地で一番面白かった出来事を話し、一緒にいた友人の反応をまねします。話に夢中になっていくときの表情を見せてください。","喜びの笑顔｜朗らかな笑顔：面白い出来事を追体験し、動作をまねすることで、外にはっきり表れる共有の笑顔を引き出します。","illustrations/scene_012_weekend_story.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント3：相手は真剣に聞き、細部を尋ねながら「私も行けばよかった」と言います。本当に関心を持ってくれていると気づいたときの表情を見せてください。","優しい笑顔｜親しみのある温かな笑顔：熱心に聞かれ、関心を示されることで、親近感を伴う笑顔を引き出します。","illustrations/scene_012_weekend_story.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント4：一番面白い結末の直前でわざと止まり、水を一口飲み、相手が続きを求めるのを待ちます。短く間を置くときの表情を見せてください。","いたずらっぽい笑い｜もったいぶる笑顔：知っている結末をわざと遅らせることで、遊び心のある意味ありげな笑顔を引き出します。","illustrations/scene_012_weekend_story.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント5：あまり親しくない同僚が笑い声に気づきます。「週末にちょっと面白いことがあって」と短く説明するときの表情を見せてください。","社交的な笑顔｜礼儀正しく共有する笑顔：第三者が会話に加わることで、友好的な社交的笑顔を引き出します。","illustrations/scene_012_weekend_story.png"
"週末の楽しかった出来事を友人に話す場面：月曜日の昼休み、親しい同僚または友人と静かな場所で食事をしていると想像してください。相手は、あなたが週末に楽しみにしていた催しへ行ったことを知っており、どうだったか尋ねます。以下の場面に順番に入り込んでください。","セグメント6：話し終えた後、当日の写真を見せ、二人でもう一度出来事を振り返ります。画像を再び見たときの表情を見せてください。","喜びの笑顔｜満足した笑顔：具体的な写真で楽しい記憶が再び活性化することで、安定した喜びを引き出します。","illustrations/scene_012_weekend_story.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント1：最初の雨粒が落ちてきたとき、かばんを探り、傘がないことを確かめます。空とかばんを見るときの表情を見せてください。","苦笑｜やるせない笑顔：準備不足と突然の天候変化によって、軽いやるせなさを伴う笑顔を引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント2：軒下まで走った時には、靴とズボンの裾が濡れています。携帯電話には雨が長く続くと表示されます。予報を見たときの表情を見せてください。","苦笑｜苦い笑顔：すでに影響を受け、すぐには改善できないことで、失望を伴う苦笑を引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント3：同じく傘のない見知らぬ人が軒下に入り、息を切らしながら「二人とも天気予報を信じすぎましたね」と言います。同じ状況にいる相手へ応じるときの表情を見せてください。","社交的な笑顔｜共感を伴う礼儀笑い：見知らぬ人と小さな困り事を共有することで、場を和らげる短い笑顔を引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント4：車が水たまりを通り、まだ比較的乾いていた側のズボンにも水がかかります。全身がほぼ濡れたと確認したときの表情を見せてください。","抑えきれない笑い｜ばかばかしさへの笑い：不運が重なり状況が滑稽になることで、突然の笑いを引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント5：遅れるかもしれないと友人に連絡すると、「傘を持って迎えに行くから、動かないで」と返事が来ます。返信を見たときの表情を見せてください。","優しい笑顔｜世話を受ける温かな笑顔：具体的な助けと気遣われる感覚によって、温かく安心した笑顔を引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント6：友人が通りの角から傘をさして現れ、遠くから手を振ります。本当に助けが来たと分かったときの表情を見せてください。","喜びの笑顔｜安心した嬉しい笑顔：困った状況が終わり、親しい人が現れることで、はっきりとした安堵の笑顔を引き出します。","illustrations/scene_013_sudden_rain.png"
"傘を持たずに出かけたところ、突然雨が降る場面：天気予報が曇りだけだったので傘を持たずに出かけたと想像してください。目的地まであと10分というところで雨が急に強まり、近くには狭い軒下しかありません。以下の場面に順番に入り込んでください。","セグメント7：一つの傘に二人で入ると狭く、友人はずぶ濡れのあなたを見て笑います。自分の姿を見て一緒に笑うときの表情を見せてください。","苦笑｜自嘲の笑顔：安全になった後で濡れた姿を振り返ることで、やるせなさと安心を伴う自嘲の笑顔を引き出します。","illustrations/scene_013_sudden_rain.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント1：最後の数分で、何度もすれ違った二人が人混みの中でようやく互いを見つけますが、まだ言葉は交わしていません。再会するかもしれないと気づいたときの表情を見せてください。","喜びの笑顔｜期待の微笑み：長く物語を追ってきた蓄積と結末への期待によって、持続する笑顔を引き出します。","illustrations/scene_014_happy_ending.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント2：一人が二人だけに分かる言葉を口にし、誤解が解けたことが確かになります。物語が円満に進むと分かったときの表情を見せてください。","喜びの笑顔｜安堵の笑顔：長く続いた不確かさが解消されることで、はっきりとした安心の笑顔を引き出します。","illustrations/scene_014_happy_ending.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント3：ほかの登場人物にも、それぞれにふさわしい結末が示されます。続けて結末を見るときの表情を見せてください。","優しい笑顔｜満足を伴う温かな笑顔：登場人物の関係が大切に扱われることで、穏やかな満足の笑顔を引き出します。","illustrations/scene_014_happy_ending.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント4：第1話に登場した場所が再び映り、物語がきれいに呼応していると分かります。その細部に気づいたときの表情を見せてください。","喜びの笑顔｜満足した笑顔：伏線が回収され構成が完結することで、満足の笑顔を引き出します。","illustrations/scene_014_happy_ending.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント5：普段はまじめな脇役が、結婚式で不器用ながら心のこもった祝福の動作をします。思いがけない軽い場面に笑ったときの表情を見せてください。","抑えきれない笑い｜突然の笑い：緊張が解けた後の意外な対比によって、素早く生じる笑いを引き出します。","illustrations/scene_014_happy_ending.png"
"テレビドラマが円満な結末を迎える場面：長く見続けてきたドラマの最終回を、一人で静かな部屋で見ていると想像してください。主人公たちは何度も誤解や別れを経験し、最終回の直前まで結末が心配でしたが、物語は最後に円満にまとまります。以下の場面に順番に入り込んでください。","セグメント6：字幕が終わり、長く付き合ってきた物語が本当に終わったと気づきます。嬉しくも画面を閉じがたいときの表情を見せてください。","優しい笑顔｜名残惜しい笑顔：円満な結末と別れが同時に生じることで、優しさと名残惜しさを含む笑顔を引き出します。","illustrations/scene_014_happy_ending.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント1：ペットはすぐに近づき、何度も周りを回って、おもちゃを足元に置きます。見下ろして応じるときの表情を見せてください。","優しい笑顔｜愛情深い笑顔：親しいペットの出迎えと愛着行動によって、愛情を含む笑顔を引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント2：おもちゃを投げると、ペットは急ぎすぎて曲がるときに少し滑りますが、何事もなかったように追い続けます。一連の動きを見たときの表情を見せてください。","喜びの笑顔｜楽しい笑い：害のない予想外の滑稽な動きによって、自然な笑いを引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント3：おもちゃを持ち帰りますが、手を伸ばすたびに一歩下がり、追いかけてほしそうにします。遊び方に気づいたときの表情を見せてください。","喜びの笑顔｜遊びを共有する笑顔：ペットの働きかけと一緒に遊ぶ感覚によって、軽やかな笑顔を引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント4：無視するふりをすると、すぐに膝へ頭を寄せ、静かに見上げます。冷たくするふりを続けられなくなったときの表情を見せてください。","優しい笑顔｜心が和らぐ笑顔：愛着と穏やかな甘えによって、柔らかな笑顔を引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント5：おやつを取り出した瞬間、さっきまでのいたずらがなかったように、きちんと座ります。この落差を見たときの表情を見せてください。","喜びの笑顔｜朗らかな笑顔：行動の急な変化によって、はっきりした笑顔を引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント6：簡単な動作を何度も間違えながら、ペットはますます興奮します。真剣に直そうとしても、その様子に何度も笑ってしまいます。数回続いた後の表情を見せてください。","抑えきれない笑い｜こらえきれない笑い：同じ間違いと高まる興奮によって、何度も笑いが戻る反応を引き出します。","illustrations/scene_015_pet_play.png"
"自分のペットと遊ぶ場面：時間を気にしなくてよい夕方、帰宅すると、普段から親しいペットが玄関で待っており、元気よくお気に入りのおもちゃを持ってきたと想像してください。以下の場面に順番に入り込んでください。","セグメント7：遊び疲れたペットは、前足をおもちゃに置いたまま、そばですぐに眠ります。静かに見守るときの表情を見せてください。","優しい笑顔｜慈しむ笑顔：安心した信頼と落ち着いた同伴によって、静かで持続する笑顔を引き出します。","illustrations/scene_015_pet_play.png"
"好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。以下の場面に順番に入り込んでください。","セグメント1：子どもはあなたを見ると走ってきて、作りかけの作品を見せ、城に見えるか真剣に尋ねます。しゃがんで見るときの表情を見せてください。","優しい笑顔｜励ます温かな笑顔：成果を共有し認めてもらおうとする子どもに対して、支える笑顔を引き出します。","illustrations/scene_016_child_play.png"
"好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。以下の場面に順番に入り込んでください。","セグメント2：子どもは積み木を一つ渡し、指定した場所に座って一緒に作るよう求めます。誘いを受けるときの表情を見せてください。","優しい笑顔｜親しみのある笑顔：直接的な誘いと信頼によって、柔らかな親近感の笑顔を引き出します。","illustrations/scene_016_child_play.png"
"好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。以下の場面に順番に入り込んでください。","セグメント3：わざと間違った場所に置くと、子どもは先生のようにすぐ訂正し、正しい方法を実演します。説明を聞くときの表情を見せてください。","喜びの笑顔｜楽しい笑顔：役割の逆転と子どもの真剣さによって、自然な喜びを引き出します。","illustrations/scene_016_child_play.png"
"好きな子どもと遊ぶ場面：親戚や友人の家で、普段から好きで親しい4～6歳の子どもと積み木で遊んでいると想像してください。子どもはあなたを信頼し、率直に気持ちを表します。現実の養育上の危険を担う場面ではありません。以下の場面に順番に入り込んでください。","セグメント4：家族が手を洗うよう呼ぶと、子どもはあなたの腕に抱きつき、「あと5分だけ」と小声で頼みます。予定を守りながら甘えに応じるときの表情を見せてください。","優しい笑顔｜愛情深い笑顔：害のない甘えと愛着によって、愛情と少しの困惑を含む笑顔を引き出します。","illustrations/scene_016_child_play.png"
